total_recovered_slumps,pct_shoot_more,pct_shoot_less,pct_same_volume,avg_pct_increase_fga,avg_pct_decrease_fga,avg_fga_slump_more,avg_fga_recovery_more,avg_fga_slump_less,avg_fga_recovery_less
1501,0.5069953364423717,0.4330446369087275,0.05996002664890073,0.5517935855995642,-0.2667190256016535,11.33264354640833,16.04599211563732,15.377579126002205,11.286153846153846
