total_slumps_league,recovered_slumps_league,unrecovered_slumps_league,avg_slump_length_league,median_slump_length_league,max_slump_length_league,avg_games_to_recover_league,median_games_to_recover_league,max_games_to_recover_league
1567,1502,65,2.015954052329292,1.0,13,2.0239680426098534,1.0,13.0
